
INFO: Parsed 9109 items from F:\interlude\PTSscriptIT\script\itemdata.txt
WARN: No dropable key in 32
WARN: No tradeable key in 32
WARN: No crystal_count key in 32
WARN: No destroyable key in 33
WARN: No dropable key in 33
WARN: No tradeable key in 33
WARN: No crystal_count key in 33
WARN: No destroyable key in 34
WARN: No dropable key in 34
WARN: No tradeable key in 34
WARN: No crystal_count key in 34
WARN: No destroyable key in 35
WARN: No dropable key in 35
WARN: No tradeable key in 35
WARN: No crystal_count key in 35
WARN: No destroyable key in 36
WARN: No dropable key in 36
WARN: No tradeable key in 36
WARN: No crystal_count key in 36
WARN: No destroyable key in 37
WARN: No dropable key in 37
WARN: No tradeable key in 37
WARN: No crystal_count key in 37
WARN: No destroyable key in 38
WARN: No dropable key in 38
WARN: No tradeable key in 38
WARN: No crystal_count key in 38
WARN: No destroyable key in 39
WARN: No dropable key in 39
WARN: No tradeable key in 39
WARN: No crystal_count key in 39
WARN: No destroyable key in 40
WARN: No dropable key in 40
WARN: No tradeable key in 40
WARN: No destroyable key in 41
WARN: No dropable key in 41
WARN: No tradeable key in 41
WARN: No crystal_count key in 41
WARN: No destroyable key in 42
WARN: No dropable key in 42
WARN: No tradeable key in 42
WARN: No crystal_count key in 42
WARN: No destroyable key in 43
WARN: No dropable key in 43
WARN: No tradeable key in 43
WARN: No crystal_count key in 43
WARN: No destroyable key in 44
WARN: No dropable key in 44
WARN: No tradeable key in 44
WARN: No crystal_count key in 44
WARN: No destroyable key in 45
WARN: No dropable key in 45
WARN: No tradeable key in 45
WARN: No destroyable key in 46
WARN: No dropable key in 46
WARN: No tradeable key in 46
WARN: No destroyable key in 47
WARN: No dropable key in 47
WARN: No tradeable key in 47
WARN: No destroyable key in 48
WARN: No dropable key in 48
WARN: No tradeable key in 48
WARN: No crystal_count key in 48
WARN: No destroyable key in 49
WARN: No dropable key in 49
WARN: No tradeable key in 49
WARN: No crystal_count key in 49
WARN: No destroyable key in 50
WARN: No dropable key in 50
WARN: No tradeable key in 50
WARN: No crystal_count key in 50
WARN: No destroyable key in 51
WARN: No dropable key in 51
WARN: No tradeable key in 51
WARN: No crystal_count key in 51
WARN: No destroyable key in 53
WARN: No crystal_count key in 53
WARN: No price key in 53
WARN: No destroyable key in 54
WARN: No crystal_count key in 54
WARN: No price key in 54
WARN: No destroyable key in 55
WARN: No crystal_count key in 55
WARN: No price key in 55
WARN: No destroyable key in 56
WARN: No crystal_count key in 56
WARN: No price key in 56
WARN: No destroyable key in 57
WARN: No dropable key in 57
WARN: No tradeable key in 57
WARN: No crystal_count key in 57
WARN: No weight key in 57
WARN: No destroyable key in 58
WARN: No dropable key in 58
WARN: No tradeable key in 58
WARN: No destroyable key in 59
WARN: No dropable key in 59
WARN: No tradeable key in 59
WARN: No destroyable key in 60
WARN: No dropable key in 60
WARN: No tradeable key in 60
WARN: No destroyable key in 61
WARN: No dropable key in 61
WARN: No tradeable key in 61
WARN: No destroyable key in 62
WARN: No dropable key in 62
WARN: No tradeable key in 62
WARN: No destroyable key in 63
WARN: No dropable key in 63
WARN: No tradeable key in 63
WARN: No destroyable key in 64
WARN: No dropable key in 64
WARN: No tradeable key in 64
WARN: No destroyable key in 65
WARN: No dropable key in 65
WARN: No tradeable key in 65
WARN: No crystal_count key in 65
WARN: No destroyable key in 66
WARN: No dropable key in 66
WARN: No tradeable key in 66
WARN: No crystal_count key in 66
WARN: No destroyable key in 67
WARN: No dropable key in 67
WARN: No tradeable key in 67
WARN: No crystal_count key in 67
WARN: No destroyable key in 68
WARN: No dropable key in 68
WARN: No tradeable key in 68
WARN: No crystal_count key in 68
WARN: No destroyable key in 69
WARN: No dropable key in 69
WARN: No tradeable key in 69
WARN: No destroyable key in 70
WARN: No dropable key in 70
WARN: No tradeable key in 70
WARN: No destroyable key in 71
WARN: No dropable key in 71
WARN: No tradeable key in 71
WARN: No destroyable key in 72
WARN: No dropable key in 72
WARN: No tradeable key in 72
WARN: No destroyable key in 73
WARN: No dropable key in 73
WARN: No tradeable key in 73
WARN: No destroyable key in 74
WARN: No dropable key in 74
WARN: No tradeable key in 74
WARN: No destroyable key in 75
WARN: No dropable key in 75
WARN: No tradeable key in 75
WARN: No destroyable key in 76
WARN: No dropable key in 76
WARN: No tradeable key in 76
WARN: No destroyable key in 77
WARN: No dropable key in 77
WARN: No tradeable key in 77
WARN: No destroyable key in 78
WARN: No dropable key in 78
WARN: No tradeable key in 78
WARN: No destroyable key in 79
WARN: No dropable key in 79
WARN: No tradeable key in 79
WARN: No destroyable key in 80
WARN: No dropable key in 80
WARN: No tradeable key in 80
WARN: No destroyable key in 81
WARN: No dropable key in 81
WARN: No tradeable key in 81
WARN: No destroyable key in 82
WARN: No destroyable key in 83
WARN: No dropable key in 83
WARN: No tradeable key in 83
WARN: No destroyable key in 84
WARN: No dropable key in 84
WARN: No tradeable key in 84
WARN: No destroyable key in 85
WARN: No dropable key in 85
WARN: No tradeable key in 85
WARN: No destroyable key in 86
WARN: No dropable key in 86
WARN: No tradeable key in 86
WARN: No destroyable key in 87
WARN: No dropable key in 87
WARN: No tradeable key in 87
WARN: No crystal_count key in 87
WARN: No destroyable key in 88
WARN: No dropable key in 88
WARN: No tradeable key in 88
WARN: No destroyable key in 89
WARN: No dropable key in 89
WARN: No tradeable key in 89
WARN: No destroyable key in 90
WARN: No dropable key in 90
WARN: No tradeable key in 90
WARN: No destroyable key in 91
WARN: No dropable key in 91
WARN: No tradeable key in 91
WARN: No destroyable key in 92
WARN: No dropable key in 92
WARN: No tradeable key in 92
WARN: No destroyable key in 93
WARN: No dropable key in 93
WARN: No tradeable key in 93
WARN: No destroyable key in 94
WARN: No dropable key in 94
WARN: No tradeable key in 94
WARN: No destroyable key in 95
WARN: No dropable key in 95
WARN: No tradeable key in 95
WARN: No destroyable key in 96
WARN: No dropable key in 96
WARN: No tradeable key in 96
WARN: No destroyable key in 97
WARN: No dropable key in 97
WARN: No tradeable key in 97
WARN: No destroyable key in 98
WARN: No dropable key in 98
WARN: No tradeable key in 98
WARN: No destroyable key in 99
WARN: No dropable key in 99
WARN: No tradeable key in 99
WARN: No crystal_count key in 99
INFO: Processing F:\projects\lucera3\dist\gameserver\data\items\100-199.xml...
WARN: No destroyable key in 100
WARN: No dropable key in 100
WARN: No tradeable key in 100
WARN: No crystal_count key in 100
WARN: No destroyable key in 101
WARN: No dropable key in 101
WARN: No tradeable key in 101
WARN: No destroyable key in 102
WARN: No dropable key in 102
WARN: No tradeable key in 102
WARN: No crystal_count key in 102
WARN: No destroyable key in 103
WARN: No dropable key in 103
WARN: No tradeable key in 103
WARN: No destroyable key in 104
WARN: No dropable key in 104
WARN: No tradeable key in 104
WARN: No destroyable key in 105
WARN: No dropable key in 105
WARN: No tradeable key in 105
WARN: No destroyable key in 106
WARN: No dropable key in 106
WARN: No tradeable key in 106
WARN: No destroyable key in 107
WARN: No dropable key in 107
WARN: No tradeable key in 107
WARN: No destroyable key in 108
WARN: No dropable key in 108
WARN: No tradeable key in 108
WARN: No destroyable key in 109
WARN: No dropable key in 109
WARN: No tradeable key in 109
WARN: No destroyable key in 110
WARN: No dropable key in 110
WARN: No tradeable key in 110
WARN: No destroyable key in 111
WARN: No dropable key in 111
WARN: No tradeable key in 111
WARN: No destroyable key in 112
WARN: No dropable key in 112
WARN: No tradeable key in 112
WARN: No crystal_count key in 112
WARN: No destroyable key in 113
WARN: No dropable key in 113
WARN: No tradeable key in 113
WARN: No crystal_count key in 113
WARN: No destroyable key in 114
WARN: No dropable key in 114
WARN: No tradeable key in 114
WARN: No crystal_count key in 114
WARN: No destroyable key in 115
WARN: No dropable key in 115
WARN: No tradeable key in 115
WARN: No crystal_count key in 115
WARN: No destroyable key in 116
WARN: No dropable key in 116
WARN: No tradeable key in 116
WARN: No crystal_count key in 116
WARN: No destroyable key in 117
WARN: No dropable key in 117
WARN: No tradeable key in 117
WARN: No destroyable key in 118
WARN: No dropable key in 118
WARN: No tradeable key in 118
WARN: No crystal_count key in 118
WARN: No destroyable key in 119
WARN: No dropable key in 119
WARN: No tradeable key in 119
WARN: No destroyable key in 120
WARN: No dropable key in 120
WARN: No tradeable key in 120
WARN: No crystal_count key in 120
WARN: No destroyable key in 121
WARN: No dropable key in 121
WARN: No tradeable key in 121
WARN: No crystal_count key in 121
WARN: No destroyable key in 122
WARN: No dropable key in 122
WARN: No tradeable key in 122
WARN: No crystal_count key in 122
WARN: No destroyable key in 123
WARN: No dropable key in 123
WARN: No tradeable key in 123
WARN: No destroyable key in 124
WARN: No dropable key in 124
WARN: No tradeable key in 124
WARN: No destroyable key in 125
WARN: No dropable key in 125
WARN: No tradeable key in 125
WARN: No destroyable key in 126
WARN: No dropable key in 126
WARN: No tradeable key in 126
WARN: No destroyable key in 127
WARN: No dropable key in 127
WARN: No tradeable key in 127
WARN: No destroyable key in 128
WARN: No dropable key in 128
WARN: No tradeable key in 128
WARN: No destroyable key in 129
WARN: No dropable key in 129
WARN: No tradeable key in 129
WARN: No destroyable key in 130
WARN: No dropable key in 130
WARN: No tradeable key in 130
WARN: No destroyable key in 131
WARN: No dropable key in 131
WARN: No tradeable key in 131
WARN: No destroyable key in 132
WARN: No dropable key in 132
WARN: No tradeable key in 132
WARN: No destroyable key in 133
WARN: No dropable key in 133
WARN: No tradeable key in 133
WARN: No destroyable key in 134
WARN: No dropable key in 134
WARN: No tradeable key in 134
WARN: No destroyable key in 135
WARN: No dropable key in 135
WARN: No tradeable key in 135
WARN: No destroyable key in 136
WARN: No crystal_count key in 136
WARN: No price key in 136
WARN: No destroyable key in 137
WARN: No crystal_count key in 137
WARN: No price key in 137
WARN: No destroyable key in 138
WARN: No crystal_count key in 138
WARN: No price key in 138
WARN: No destroyable key in 139
WARN: No crystal_count key in 139
WARN: No price key in 139
WARN: No destroyable key in 140
WARN: No crystal_count key in 140
WARN: No price key in 140
WARN: No destroyable key in 141
WARN: No crystal_count key in 141
WARN: No price key in 141
WARN: No destroyable key in 142
WARN: No dropable key in 142
WARN: No tradeable key in 142
WARN: No destroyable key in 143
WARN: No dropable key in 143
WARN: No tradeable key in 143
WARN: No destroyable key in 144
WARN: No dropable key in 144
WARN: No tradeable key in 144
WARN: No destroyable key in 145
WARN: No dropable key in 145
WARN: No tradeable key in 145
WARN: No destroyable key in 146
WARN: No dropable key in 146
WARN: No tradeable key in 146
WARN: No destroyable key in 147
WARN: No dropable key in 147
WARN: No tradeable key in 147
WARN: No destroyable key in 148
WARN: No dropable key in 148
WARN: No tradeable key in 148
WARN: No destroyable key in 149
WARN: No dropable key in 149
WARN: No tradeable key in 149
WARN: No destroyable key in 150
WARN: No dropable key in 150
WARN: No tradeable key in 150
WARN: No destroyable key in 151
WARN: No dropable key in 151
WARN: No tradeable key in 151
WARN: No destroyable key in 152
WARN: No dropable key in 152
WARN: No tradeable key in 152
WARN: No crystal_count key in 152
WARN: No destroyable key in 153
WARN: No dropable key in 153
WARN: No tradeable key in 153
WARN: No crystal_count key in 153
WARN: No destroyable key in 154
WARN: No dropable key in 154
WARN: No tradeable key in 154
WARN: No crystal_count key in 154
WARN: No destroyable key in 155
WARN: No dropable key in 155
WARN: No tradeable key in 155
WARN: No crystal_count key in 155
WARN: No destroyable key in 156
WARN: No dropable key in 156
WARN: No tradeable key in 156
WARN: No destroyable key in 157
WARN: No dropable key in 157
WARN: No tradeable key in 157
WARN: No destroyable key in 158
WARN: No dropable key in 158
WARN: No tradeable key in 158
WARN: No destroyable key in 159
WARN: No dropable key in 159
WARN: No tradeable key in 159
WARN: No destroyable key in 160
WARN: No dropable key in 160
WARN: No tradeable key in 160
WARN: No destroyable key in 161
WARN: No dropable key in 161
WARN: No tradeable key in 161
WARN: No destroyable key in 162
WARN: No dropable key in 162
WARN: No tradeable key in 162
WARN: No destroyable key in 163
WARN: No crystal_count key in 163
WARN: No price key in 163
WARN: No destroyable key in 164
WARN: No dropable key in 164
WARN: No tradeable key in 164
WARN: No destroyable key in 165
WARN: No dropable key in 165
WARN: No tradeable key in 165
WARN: No destroyable key in 166
WARN: No dropable key in 166
WARN: No tradeable key in 166
WARN: No destroyable key in 167
WARN: No dropable key in 167
WARN: No tradeable key in 167
WARN: No destroyable key in 168
WARN: No dropable key in 168
WARN: No tradeable key in 168
WARN: No destroyable key in 169
WARN: No dropable key in 169
WARN: No tradeable key in 169
WARN: No destroyable key in 170
WARN: No crystal_count key in 170
WARN: No price key in 170
WARN: No destroyable key in 171
WARN: No dropable key in 171
WARN: No tradeable key in 171
WARN: No destroyable key in 172
WARN: No dropable key in 172
WARN: No tradeable key in 172
WARN: No destroyable key in 173
WARN: No dropable key in 173
WARN: No tradeable key in 173
WARN: No destroyable key in 174
WARN: No dropable key in 174
WARN: No tradeable key in 174
WARN: No destroyable key in 175
WARN: No dropable key in 175
WARN: No tradeable key in 175
WARN: No destroyable key in 176
WARN: No dropable key in 176
WARN: No tradeable key in 176
WARN: No crystal_count key in 176
WARN: No destroyable key in 177
WARN: No dropable key in 177
WARN: No tradeable key in 177
WARN: No crystal_count key in 177
WARN: No destroyable key in 178
WARN: No dropable key in 178
WARN: No tradeable key in 178
WARN: No destroyable key in 179
WARN: No dropable key in 179
WARN: No tradeable key in 179
WARN: No destroyable key in 180
WARN: No dropable key in 180
WARN: No tradeable key in 180
WARN: No destroyable key in 181
WARN: No dropable key in 181
WARN: No tradeable key in 181
WARN: No destroyable key in 182
WARN: No dropable key in 182
WARN: No tradeable key in 182
WARN: No destroyable key in 183
WARN: No dropable key in 183
WARN: No tradeable key in 183
WARN: No destroyable key in 184
WARN: No dropable key in 184
WARN: No tradeable key in 184
WARN: No destroyable key in 185
WARN: No dropable key in 185
WARN: No tradeable key in 185
WARN: No destroyable key in 186
WARN: No dropable key in 186
WARN: No tradeable key in 186
WARN: No destroyable key in 187
WARN: No dropable key in 187
WARN: No tradeable key in 187
WARN: No destroyable key in 188
WARN: No dropable key in 188
WARN: No tradeable key in 188
WARN: No destroyable key in 189
WARN: No dropable key in 189
WARN: No tradeable key in 189
WARN: No destroyable key in 190
WARN: No dropable key in 190
WARN: No tradeable key in 190
WARN: No destroyable key in 191
WARN: No dropable key in 191
WARN: No tradeable key in 191
WARN: No destroyable key in 192
WARN: No dropable key in 192
WARN: No tradeable key in 192
WARN: No destroyable key in 193
WARN: No dropable key in 193
WARN: No tradeable key in 193
WARN: No destroyable key in 194
WARN: No dropable key in 194
WARN: No tradeable key in 194
WARN: No destroyable key in 195
WARN: No dropable key in 195
WARN: No tradeable key in 195
WARN: No destroyable key in 196
WARN: No dropable key in 196
WARN: No tradeable key in 196
WARN: No destroyable key in 197
WARN: No dropable key in 197
WARN: No tradeable key in 197
WARN: No destroyable key in 198
WARN: No dropable key in 198
WARN: No tradeable key in 198
WARN: No destroyable key in 199
WARN: No dropable key in 199
WARN: No tradeable key in 199
INFO: Processing F:\projects\lucera3\dist\gameserver\data\items\200-299.xml...
WARN: No destroyable key in 200
WARN: No dropable key in 200
WARN: No tradeable key in 200
WARN: No destroyable key in 201
WARN: No dropable key in 201
WARN: No tradeable key in 201
WARN: No destroyable key in 202
WARN: No dropable key in 202
WARN: No tradeable key in 202
WARN: No destroyable key in 203
WARN: No dropable key in 203
WARN: No tradeable key in 203
WARN: No destroyable key in 204
WARN: No dropable key in 204
WARN: No tradeable key in 204
WARN: No destroyable key in 205
WARN: No dropable key in 205
WARN: No tradeable key in 205
WARN: No destroyable key in 206
WARN: No dropable key in 206
WARN: No tradeable key in 206
WARN: No destroyable key in 207
WARN: No dropable key in 207
WARN: No tradeable key in 207
WARN: No destroyable key in 208
WARN: No dropable key in 208
WARN: No tradeable key in 208
WARN: No destroyable key in 209
WARN: No dropable key in 209
WARN: No tradeable key in 209
WARN: No destroyable key in 210
WARN: No dropable key in 210
WARN: No tradeable key in 210
WARN: No destroyable key in 211
WARN: No dropable key in 211
WARN: No tradeable key in 211
WARN: No destroyable key in 212
WARN: No dropable key in 212
WARN: No tradeable key in 212
WARN: No destroyable key in 213
WARN: No dropable key in 213
WARN: No tradeable key in 213
WARN: No destroyable key in 214
WARN: No dropable key in 214
WARN: No tradeable key in 214
WARN: No destroyable key in 215
WARN: No dropable key in 215
WARN: No tradeable key in 215
WARN: No crystal_count key in 215
WARN: No destroyable key in 216
WARN: No dropable key in 216
WARN: No tradeable key in 216
WARN: No crystal_count key in 216
WARN: No destroyable key in 217
WARN: No dropable key in 217
WARN: No tradeable key in 217
WARN: No crystal_count key in 217
WARN: No destroyable key in 218
WARN: No dropable key in 218
WARN: No tradeable key in 218
WARN: No crystal_count key in 218
WARN: No destroyable key in 219
WARN: No dropable key in 219
WARN: No tradeable key in 219
WARN: No crystal_count key in 219
WARN: No destroyable key in 220
WARN: No dropable key in 220
WARN: No tradeable key in 220
WARN: No destroyable key in 221
WARN: No dropable key in 221
WARN: No tradeable key in 221
WARN: No destroyable key in 222
WARN: No dropable key in 222
WARN: No tradeable key in 222
WARN: No destroyable key in 223
WARN: No dropable key in 223
WARN: No tradeable key in 223
WARN: No destroyable key in 224
WARN: No dropable key in 224
WARN: No tradeable key in 224
WARN: No destroyable key in 225
WARN: No dropable key in 225
WARN: No tradeable key in 225
WARN: No destroyable key in 226
WARN: No dropable key in 226
WARN: No tradeable key in 226
WARN: No destroyable key in 227
WARN: No dropable key in 227
WARN: No tradeable key in 227
WARN: No destroyable key in 228
WARN: No dropable key in 228
WARN: No tradeable key in 228
WARN: No destroyable key in 229
WARN: No dropable key in 229
WARN: No tradeable key in 229
WARN: No destroyable key in 230
WARN: No dropable key in 230
WARN: No tradeable key in 230
WARN: No destroyable key in 231
WARN: No dropable key in 231
WARN: No tradeable key in 231
WARN: No destroyable key in 232
WARN: No dropable key in 232
WARN: No tradeable key in 232
WARN: No destroyable key in 233
WARN: No dropable key in 233
WARN: No tradeable key in 233
WARN: No destroyable key in 234
WARN: No dropable key in 234
WARN: No tradeable key in 234
WARN: No destroyable key in 235
WARN: No dropable key in 235
WARN: No tradeable key in 235
WARN: No destroyable key in 236
WARN: No dropable key in 236
WARN: No tradeable key in 236
WARN: No destroyable key in 237
WARN: No dropable key in 237
WARN: No tradeable key in 237
WARN: No destroyable key in 238
WARN: No dropable key in 238
WARN: No tradeable key in 238
WARN: No destroyable key in 239
WARN: No dropable key in 239
WARN: No tradeable key in 239
WARN: No destroyable key in 240
WARN: No dropable key in 240
WARN: No tradeable key in 240
WARN: No destroyable key in 241
WARN: No dropable key in 241
WARN: No tradeable key in 241
WARN: No destroyable key in 242
WARN: No dropable key in 242
WARN: No tradeable key in 242
WARN: No destroyable key in 243
WARN: No dropable key in 243
WARN: No tradeable key in 243
WARN: No destroyable key in 244
WARN: No dropable key in 244
WARN: No tradeable key in 244
WARN: No crystal_count key in 244
WARN: No weight key in 244
WARN: No destroyable key in 245
WARN: No dropable key in 245
WARN: No tradeable key in 245
WARN: No crystal_count key in 245
WARN: No weight key in 245
WARN: No destroyable key in 246
WARN: No dropable key in 246
WARN: No tradeable key in 246
WARN: No crystal_count key in 246
WARN: No weight key in 246
WARN: No destroyable key in 247
WARN: No dropable key in 247
WARN: No tradeable key in 247
WARN: No crystal_count key in 247
WARN: No weight key in 247
WARN: No destroyable key in 248
WARN: No dropable key in 248
WARN: No tradeable key in 248
WARN: No crystal_count key in 248
WARN: No weight key in 248
WARN: No destroyable key in 249
WARN: No dropable key in 249
WARN: No tradeable key in 249
WARN: No crystal_count key in 249
WARN: No weight key in 249
WARN: No destroyable key in 250
WARN: No dropable key in 250
WARN: No tradeable key in 250
WARN: No crystal_count key in 250
WARN: No weight key in 250
WARN: No destroyable key in 251
WARN: No dropable key in 251
WARN: No tradeable key in 251
WARN: No crystal_count key in 251
WARN: No weight key in 251
WARN: No destroyable key in 252
WARN: No dropable key in 252
WARN: No tradeable key in 252
WARN: No crystal_count key in 252
WARN: No weight key in 252
WARN: No destroyable key in 253
WARN: No dropable key in 253
WARN: No tradeable key in 253
WARN: No crystal_count key in 253
WARN: No destroyable key in 254
WARN: No dropable key in 254
WARN: No tradeable key in 254
WARN: No crystal_count key in 254
WARN: No destroyable key in 255
WARN: No dropable key in 255
WARN: No tradeable key in 255
WARN: No crystal_count key in 255
WARN: No destroyable key in 256
WARN: No dropable key in 256
WARN: No tradeable key in 256
WARN: No crystal_count key in 256
WARN: No destroyable key in 257
WARN: No dropable key in 257
WARN: No tradeable key in 257
WARN: No crystal_count key in 257
WARN: No destroyable key in 258
WARN: No dropable key in 258
WARN: No tradeable key in 258
WARN: No destroyable key in 259
WARN: No dropable key in 259
WARN: No tradeable key in 259
WARN: No destroyable key in 260
WARN: No dropable key in 260
WARN: No tradeable key in 260
WARN: No destroyable key in 261
WARN: No dropable key in 261
WARN: No tradeable key in 261
WARN: No destroyable key in 262
WARN: No dropable key in 262
WARN: No tradeable key in 262
WARN: No destroyable key in 263
WARN: No dropable key in 263
WARN: No tradeable key in 263
WARN: No destroyable key in 264
WARN: No dropable key in 264
WARN: No tradeable key in 264
WARN: No destroyable key in 265
WARN: No dropable key in 265
WARN: No tradeable key in 265
WARN: No destroyable key in 266
WARN: No dropable key in 266
WARN: No tradeable key in 266
WARN: No destroyable key in 267
WARN: No dropable key in 267
WARN: No tradeable key in 267
WARN: No destroyable key in 268
WARN: No dropable key in 268
WARN: No tradeable key in 268
WARN: No destroyable key in 269
WARN: No dropable key in 269
WARN: No tradeable key in 269
WARN: No destroyable key in 270
WARN: No dropable key in 270
WARN: No tradeable key in 270
WARN: No destroyable key in 271
WARN: No dropable key in 271
WARN: No tradeable key in 271
WARN: No crystal_count key in 271
WARN: No destroyable key in 272
WARN: No dropable key in 272
WARN: No tradeable key in 272
WARN: No crystal_count key in 272
WARN: No destroyable key in 273
WARN: No dropable key in 273
WARN: No tradeable key in 273
WARN: No crystal_count key in 273
WARN: No destroyable key in 274
WARN: No dropable key in 274
WARN: No tradeable key in 274
WARN: No destroyable key in 275
WARN: No dropable key in 275
WARN: No tradeable key in 275
WARN: No destroyable key in 276
WARN: No dropable key in 276
WARN: No tradeable key in 276
WARN: No destroyable key in 277
WARN: No dropable key in 277
WARN: No tradeable key in 277
WARN: No destroyable key in 278
WARN: No dropable key in 278
WARN: No tradeable key in 278
WARN: No destroyable key in 279
WARN: No dropable key in 279
WARN: No tradeable key in 279
WARN: No destroyable key in 280
WARN: No dropable key in 280
WARN: No tradeable key in 280
WARN: No destroyable key in 281
WARN: No dropable key in 281
WARN: No tradeable key in 281
WARN: No destroyable key in 282
WARN: No dropable key in 282
WARN: No tradeable key in 282
WARN: No destroyable key in 283
WARN: No dropable key in 283
WARN: No tradeable key in 283
WARN: No destroyable key in 284
WARN: No dropable key in 284
WARN: No tradeable key in 284
WARN: No destroyable key in 285
WARN: No dropable key in 285
WARN: No tradeable key in 285
WARN: No destroyable key in 286
WARN: No dropable key in 286
WARN: No tradeable key in 286
WARN: No destroyable key in 287
WARN: No dropable key in 287
WARN: No tradeable key in 287
WARN: No destroyable key in 288
WARN: No dropable key in 288
WARN: No tradeable key in 288
WARN: No destroyable key in 289
WARN: No dropable key in 289
WARN: No tradeable key in 289
WARN: No destroyable key in 290
WARN: No dropable key in 290
WARN: No tradeable key in 290
WARN: No destroyable key in 291
WARN: No dropable key in 291
WARN: No tradeable key in 291
WARN: No destroyable key in 292
WARN: No dropable key in 292
WARN: No tradeable key in 292
WARN: No destroyable key in 293
WARN: No dropable key in 293
WARN: No tradeable key in 293
WARN: No destroyable key in 294
WARN: No dropable key in 294
WARN: No tradeable key in 294
WARN: No destroyable key in 295
WARN: No dropable key in 295
WARN: No tradeable key in 295
WARN: No destroyable key in 296
WARN: No dropable key in 296
WARN: No tradeable key in 296
WARN: No destroyable key in 297
WARN: No dropable key in 297
WARN: No tradeable key in 297
WARN: No destroyable key in 298
WARN: No dropable key in 298
WARN: No tradeable key in 298
WARN: No destroyable key in 299
WARN: No dropable key in 299
WARN: No tradeable key in 299
INFO: Processing F:\projects\lucera3\dist\gameserver\data\items\300-399.xml...
WARN: No destroyable key in 300
WARN: No dropable key in 300
WARN: No tradeable key in 300
WARN: No destroyable key in 301
WARN: No dropable key in 301
WARN: No tradeable key in 301
WARN: No destroyable key in 302
WARN: No dropable key in 302
WARN: No tradeable key in 302
